Symbol,Token,,,,NIFTY 50,,,,,
971IHFL28A,20106,,,,,,,,,
971IHFL28,14718,,,,,,,,,
970CAGL28,18487,,,,,,,,,
96SFL24A,4930,,,,,,,,,
96SFL24,12931,,,,,,,,,
96IIFL28A,2877,,,,,,,,,
96IIFL28,5214,,,,,,,,,
96ICCL25,14673,,,,,,,,,
966ICCL25A,14026,,,,,,,,,
965IHFL29,23301,,,,,,,,,
965IHFL28C,18856,,,,,,,,,
965IHFL28B,21010,,,,,,,,,
965IHFL28A,20094,,,,,,,,,
971IHFL29,23307,,,,,,,,,
SFLZC26A,12941,,,,,,,,,
931SFL26A,4926,,,,,,,,,
SGBAUG24,18429,,,,,,,,,
1049DLS25A,9528,,,,,,,,,
1049DLSL25,8067,,,,,,,,,
SGBDE30III,13642,,,,,,,,,
SGBDE31III,22476,,,,,,,,,
1050ICCL28,15240,,,,,,,,,
1050IHFL30,20111,,,,,,,,,
1050IHFL31,23311,,,,,,,,,
1050ISFL28,20784,,,,,,,,,
1048IIFL27,22923,,,,,,,,,
SGBDEC25,623,,,,,,,,,
SGBOCT27,13981,,,,,,,,,
SGBOCT26,5960,,,,,,,,,
SGBOCT25V,355,,,,,,,,,
SGBOCT25IV,304,,,,,,,,,
1050NFL26,17349,,,,,,,,,
1050UCL25,11230,,,,,,,,,
1052DLSL24,13021,,,,,,,,,
105IIFL29,19047,,,,,,,,,
SGBOCT27VI,14252,,,,,,,,,
779NHB27,23538,,,,,,,,,
1040UCL25,9360,,,,,,,,,
762NABAR29,23254,,,,,,,,,
SGBAUG30,11192,,,,,,,,,
1060ECL29,7986,,,,,,,,,
1025UCL25,22835,,,,,,,,,
1030ICC26,14028,,,,,,,,,
778NHB27,23063,,,,,,,,,
SGBD29VIII,7098,,,,,,,,,
SGBSEP31II,19456,,,,,,,,,
SGBSEP29VI,5575,,,,,,,,,
762NTPC35F,10751,,,,,,,,,
SGBSEP28VI,149,,,,,,,,,
1035CCSP26,23390,,,,,,,,,
SGBSEP27,13209,,,,,,,,,
1035CCSP27,23604,,,,,,,,,
SGBDC27VII,15432,,,,,,,,,
1035UCL24,11227,,,,,,,,,
SGBSEP24,18795,,,,,,,,,
1035UCL26,22839,,,,,,,,,
1040NFL26,23119,,,,,,,,,
1030ICCL28,14034,,,,,,,,,
SGBOCT25,250,,,,,,,,,
SGBOC28VII,834,,,,,,,,,
SGBNV29VII,6518,,,,,,,,,
SGBJUN31I,17202,,,,,,,,,
SGBFEB29XI,2200,,,,,,,,,
SGBFEB32IV,22886,,,,,,,,,
SGBJUN30,10232,,,,,,,,,
SGBJUN29II,3743,,,,,,,,,
SGBJUN28,19078,,,,,,,,,
105UCL2026,22841,,,,,,,,,
SGBJ28VIII,17110,,,,,,,,,
SGBMAR25,20467,,,,,,,,,
SGBJUN27,10261,,,,,,,,,
SGBJUL28IV,22242,,,,,,,,,
SGBJAN26,945,,,,,,,,,
SGBJAN27,8308,,,,,,,,,
SGBJAN29IX,1920,,,,,,,,,
SGBJAN29X,2003,,,,,,,,,
SGBJUL27,11154,,,,,,,,,
SGBJUL25,21477,,,,,,,,,
SGBJAN30IX,7879,,,,,,,,,
SGBJUL29IV,5113,,,,,,,,,
SGBMAR28X,18451,,,,,,,,,
SGBFEB28IX,17664,,,,,,,,,
SGBMAR30X,8401,,,,,,,,,
SGBNOV26,6355,,,,,,,,,
779SIDBI27,20843,,,,,,,,,
SGBNOV25VI,398,,,,,,,,,
SGBNOV25IX,540,,,,,,,,,
SGBDEC2512,795,,,,,,,,,
SGBNOV258,497,,,,,,,,,
SGBDEC2513,862,,,,,,,,,
SGBDEC25XI,729,,,,,,,,,
SGBNOV25,458,,,,,,,,,
SGBNOV24,19203,,,,,,,,,
SGBN28VIII,1342,,,,,,,,,
SGBMR29XII,2810,,,,,,,,,
SGBMAY29I,3742,,,,,,,,,
SGBDEC26,7654,,,,,,,,,
SGBMAY28,18972,,,,,,,,,
SGBMAY26,2891,,,,,,,,,
SGBMAY25,20980,,,,,,,,,
SGBFEB27,8766,,,,,,,,,
SGBMAR31IV,14598,,,,,,,,,
777IREDA27,21308,,,,,,,,,
77IGT28,3428,,,,,,,,,
1061DLSL24,10630,,,,,,,,,
1065NFL27,23123,,,,,,,,,
760PFC29,22793,,,,,,,,,
1175PPPL27,23048,,,,,,,,,
769HUDCO31,19930,,,,,,,,,
769IGT28,3451,,,,,,,,,
769LIC34,22633,,,,,,,,,
SGBAUG27,12904,,,,,,,,,
TCL26,23578,,,,,,,,,
769NHAI31,14529,,,,,,,,,
768SIDBI27,23252,,,,,,,,,
TCHF30,16894,,,,,,,,,
1119NFL27,23125,,,,,,,,,
1102NFL26,17352,,,,,,,,,
10NIDO26,17866,,,,,,,,,
SGBAUG28V,22385,,,,,,,,,
10NFL25,23117,,,,,,,,,
76NHAI31,12003,,,,,,,,,
10ISFL26,20771,,,,,,,,,
10IIFL29,19045,,,,,,,,,
76IGT26,3425,,,,,,,,,
760PFCL35,19976,,,,,,,,,
768SIDB27,22668,,,,,,,,,
11DLSL25A,9518,,,,,,,,,
780BFL27,23240,,,,,,,,,
SGBAPR28I,18862,,,,,,,,,
18MVL27,23111,,,,,,,,,
765HDFC34,23222,,,,,,,,,
764RL27,22815,,,,,,,,,
765NBFID38,20841,,,,,,,,,
764REC34,21485,,,,,,,,,
764NABAR31,20034,,,,,,,,,
11DLSL25,8059,,,,,,,,,
765PGCIL34,21315,,,,,,,,,
764IRFC31,15168,,,,,,,,,
764HUDCO31,19928,,,,,,,,,
TPL26,20622,,,,,,,,,
764ABL34,23041,,,,,,,,,
0IHFL27,23299,,,,,,,,,
135VCCL25,23414,,,,,,,,,
768IREDA33,20848,,,,,,,,,
11UCL26,22843,,,,,,,,,
0IHFL26,23289,,,,,,,,,
775SIDBI27,21741,,,,,,,,,
0MOFSL26,23700,,,,,,,,,
1003ICCL28,15249,,,,,,,,,
10IHFL31,23309,,,,,,,,,
1025IHFL34,23317,,,,,,,,,
772IGT31,3470,,,,,,,,,
10IHFL30A,18868,,,,,,,,,
10IFSL26,14049,,,,,,,,,
10CAGL27,12465,,,,,,,,,
773LIC34,23248,,,,,,,,,
1090NFL26,23121,,,,,,,,,
0MOFSL27,23704,,,,,,,,,
1025NFL25,17345,,,,,,,,,
774IREDA31,20030,,,,,,,,,
1075UCL25,22837,,,,,,,,,
SGBAUG29V,5455,,,,,,,,,
1075NFL25,17347,,,,,,,,,
1075IHFL34,23319,,,,,,,,,
1075IHFL33,21042,,,,,,,,,
1075IHF33B,20118,,,,,,,,,
1075IHF33A,18902,,,,,,,,,
1077IIFL30,23024,,,,,,,,,
1025IHFL33,21030,,,,,,,,,
10IIFL28,5212,,,,,,,,,
771HDFCB33,20753,,,,,,,,,
1003IHF30A,20116,,,,,,,,,
1003IHFL30,18874,,,,,,,,,
1003IHFL31,23315,,,,,,,,,
1003ISFL28,20779,,,,,,,,,
1004DLSL24,13017,,,,,,,,,
1010CLIX25,21601,,,,,,,,,
1013DLSL24,10628,,,,,,,,,
771REC27,21470,,,,,,,,,
1015ECL29,7975,,,,,,,,,
1015CLIX25,21331,,,,,,,,,
1015IHF28B,17542,,,,,,,,,
1015IHFL28,20102,,,,,,,,,
1015IHFL29,23303,,,,,,,,,
1015UCL24,9352,,,,,,,,,
10IIFL28A,2871,,,,,,,,,
1025ICCL26,15231,,,,,,,,,
1025IHF33A,18897,,,,,,,,,
1025IHF34,23323,,,,,,,,,
1015IHF28A,14710,,,,,,,,,
SGBJU29III,3800,,,,,,,,,
ANURAS,23687,,,,,,,,,
SHAREINDIA,14869,,,,,,,,,
ELECTCAST,18116,,,,,,,,,
719TN32,8491,,,,,,,,,
69KA31,6743,,,,,,,,,
69KA30,20154,,,,,,,,,
69JK33,3392,,,,,,,,,
182D040724,21171,,,,,,,,,
182D050924,23003,,,,,,,,,
182D060624,20404,,,,,,,,,
182D071124,23685,,,,,,,,,
182D080824,22628,,,,,,,,,
182D031024,23436,,,,,,,,,
182D110724,21303,,,,,,,,,
726GJ29,21032,,,,,,,,,
182D111024,23500,,,,,,,,,
182D120924,23107,,,,,,,,,
182D130624,20486,,,,,,,,,
69HP30,446,,,,,,,,,
69GJ30,3064,,,,,,,,,
69GA30A,440,,,,,,,,,
69GA30,20148,,,,,,,,,
726AS29,21034,,,,,,,,,
69AS30A,294,,,,,,,,,
69ML30,306,,,,,,,,,
69MN30,21926,,,,,,,,,
702AP37,6352,,,,,,,,,
702AP36,6351,,,,,,,,,
702AP30,20863,,,,,,,,,
701UP31,5089,,,,,,,,,
701PY26,22027,,,,,,,,,
701MN31,5087,,,,,,,,,
701MH32,5002,,,,,,,,,
MASPTOP50,5782,,,,,,,,,
182D011124,23645,,,,,,,,,
701AP39,3762,,,,,,,,,
69UP30,307,,,,,,,,,
69UK30A,309,,,,,,,,,
69UK30,22172,,,,,,,,,
69TN31,5997,,,,,,,,,
69RJ32,4764,,,,,,,,,
69PY29,291,,,,,,,,,
69PY28,7893,,,,,,,,,
69MZ33,3523,,,,,,,,,
6AP25,20920,,,,,,,,,
702AP41,5569,,,,,,,,,
69AS30,20155,,,,,,,,,
182D141124,23762,,,,,,,,,
182D150824,22709,,,,,,,,,
MIDCAP,8077,,,,,,,,,
MIDCAPETF,8413,,,,,,,,,
MIDCAPIETF,17152,,,,,,,,,
699JK31,2074,,,,,,,,,
MIDQ50ADD,7456,,,,,,,,,
MIDSELIETF,17702,,,,,,,,,
699JH30,22200,,,,,,,,,
MID150BEES,8506,,,,,,,,,
699HR31,6211,,,,,,,,,
699GS2026,15046,,,,,,,,,
699GJ26,21053,,,,,,,,,
699GA31B,5333,,,,,,,,,
699GA31A,5027,,,,,,,,,
699GA31,4998,,,,,,,,,
699GA30,20862,,,,,,,,,
699AS31,6330,,,,,,,,,
699AR30,20861,,,,,,,,,
699GS2051,6696,,,,,,,,,
69AP39,3385,,,,,,,,,
726GS2029,8027,,,,,,,,,
699KL36,5891,,,,,,,,,
69AP32,2081,,,,,,,,,
699WB36A,5895,,,,,,,,,
699WB36,3089,,,,,,,,,
699WB35,620,,,,,,,,,
699WB31,5470,,,,,,,,,
699WB30,5172,,,,,,,,,
699UP31B,6350,,,,,,,,,
699UP31A,5174,,,,,,,,,
699KA28,2735,,,,,,,,,
699UP31,5038,,,,,,,,,
699TS28,22190,,,,,,,,,
699TR36,5892,,,,,,,,,
699TN41,3645,,,,,,,,,
699RJ41,2251,,,,,,,,,
699PY29,8284,,,,,,,,,
699MP41,6750,,,,,,,,,
699MN30,21922,,,,,,,,,
699MH29,8128,,,,,,,,,
699TS43,6752,,,,,,,,,
702AS30,20851,,,,,,,,,
702BR30,21375,,,,,,,,,
702HP36,2236,,,,,,,,,
704WB35,315,,,,,,,,,
704UP31,7534,,,,,,,,,
704UP30,22085,,,,,,,,,
704UK30,22170,,,,,,,,,
725MZ34,8359,,,,,,,,,
HNGSNGBEES,18284,,,,,,,,,
704TS51,3767,,,,,,,,,
704TS32,7315,,,,,,,,,
705AP31,21237,,,,,,,,,
704TN30A,8134,,,,,,,,,
725PN25,21721,,,,,,,,,
704RJ36,4780,,,,,,,,,
704RJ30,22048,,,,,,,,,
725TN27,22127,,,,,,,,,
725TN32,8357,,,,,,,,,
704MZ33,2143,,,,,,,,,
725TS28,22210,,,,,,,,,
704MZ30,22019,,,,,,,,,
704TN30,7812,,,,,,,,,
704MP30,21965,,,,,,,,,
705AP35,5527,,,,,,,,,
705HP35,2233,,,,,,,,,
725GJ32,8354,,,,,,,,,
705NL31,2242,,,,,,,,,
705NL30,21994,,,,,,,,,
705MZ35,316,,,,,,,,,
705MZ29,8130,,,,,,,,,
725GR2028,20151,,,,,,,,,
725GS2063,16733,,,,,,,,,
LOWVOL,14786,,,,,,,,,
705AS30,20774,,,,,,,,,
LOWVOL1,8632,,,,,,,,,
705MN30,21920,,,,,,,,,
705MH32,466,,,,,,,,,
705KL36,5991,,,,,,,,,
705KL30,21899,,,,,,,,,
705JH30,22198,,,,,,,,,
705HR40,321,,,,,,,,,
LTGILTBEES,17700,,,,,,,,,
725HR32,8355,,,,,,,,,
LOWVOLIETF,21254,,,,,,,,,
MAFANG,3507,,,,,,,,,
704ML30,22012,,,,,,,,,
704MH29,2542,,,,,,,,,
703MN31,6479,,,,,,,,,
703KL30,21915,,,,,,,,,
703KA32,6104,,,,,,,,,
703HR40,21236,,,,,,,,,
703HP31,7519,,,,,,,,,
703AS31,7512,,,,,,,,,
703AP40,475,,,,,,,,,
702WB31,5039,,,,,,,,,
703MP31,2239,,,,,,,,,
702UP31,5335,,,,,,,,,
702TN30,8287,,,,,,,,,
702PN28,2668,,,,,,,,,
702ML41,5570,,,,,,,,,
702MH29,2670,,,,,,,,,
702KL28,2537,,,,,,,,,
702KA33,7305,,,,,,,,,
702KA31,7524,,,,,,,,,
702HR29,2539,,,,,,,,,
702TN31,7533,,,,,,,,,
703NL30,21997,,,,,,,,,
703PY28,22029,,,,,,,,,
703RJ30,22076,,,,,,,,,
704KL34,5539,,,,,,,,,
704JK36,3697,,,,,,,,,
725TS41,2581,,,,,,,,,
725UK32,7907,,,,,,,,,
704GJ30,20359,,,,,,,,,
704AP41,3692,,,,,,,,,
704AP40,3689,,,,,,,,,
182D010824,22511,,,,,,,,,
MAHKTECH,7074,,,,,,,,,
704AP34,5967,,,,,,,,,
703UP30,22087,,,,,,,,,
703TS51,4556,,,,,,,,,
703TN51,3722,,,,,,,,,
703TN46,3719,,,,,,,,,
703TN30,8321,,,,,,,,,
MAKEINDIA,7979,,,,,,,,,
725WB41,2657,,,,,,,,,
703RJ36,2248,,,,,,,,,
703RJ31,7531,,,,,,,,,
698WB37,6749,,,,,,,,,
705PN31,2135,,,,,,,,,
698WB36,5697,,,,,,,,,
698WB35,22149,,,,,,,,,
695HP29,21141,,,,,,,,,
695GS2061,6817,,,,,,,,,
695GJ31,5033,,,,,,,,,
695BR30,6318,,,,,,,,,
NETF,7838,,,,,,,,,
695AS30,21162,,,,,,,,,
694WB36,7160,,,,,,,,,
694UP31A,4889,,,,,,,,,
695HP33,20859,,,,,,,,,
694UP31,2140,,,,,,,,,
726MH30,15973,,,,,,,,,
NEXT50,17181,,,,,,,,,
NEXT50IETF,4529,,,,,,,,,
694TS60,22207,,,,,,,,,
694TS50A,630,,,,,,,,,
694TS50,322,,,,,,,,,
694TN50,22126,,,,,,,,,
694TN25,22132,,,,,,,,,
694UK31,4891,,,,,,,,,
726UP29,22082,,,,,,,,,
695HP34,20858,,,,,,,,,
695HR33,3696,,,,,,,,,
696AP36,3576,,,,,,,,,
182D250724,21890,,,,,,,,,
696AP35,3575,,,,,,,,,
NAVINIFTY,18668,,,,,,,,,
695WB35,22145,,,,,,,,,
695TN31B,5471,,,,,,,,,
695TN31A,4994,,,,,,,,,
695TN31,2260,,,,,,,,,
182D260924,23359,,,,,,,,,
695SK30,22156,,,,,,,,,
695PN40,319,,,,,,,,,
695PN31,4887,,,,,,,,,
695PN25,21787,,,,,,,,,
695MN30,21925,,,,,,,,,
695MH32,4883,,,,,,,,,
NDRINVIT,22680,,,,,,,,,
695MH31,5035,,,,,,,,,
695KA31,6210,,,,,,,,,
695RJ31,2137,,,,,,,,,
726KA25,13593,,,,,,,,,
NHIT,6531,,,,,,,,,
694MP35,21979,,,,,,,,,
694AP37,3513,,,,,,,,,
693UP31A,6744,,,,,,,,,
693UP31,6558,,,,,,,,,
693TS37,5896,,,,,,,,,
693SK31,2913,,,,,,,,,
693KA32,5987,,,,,,,,,
693JH30,428,,,,,,,,,
693HP32,6880,,,,,,,,,
694AP38,3514,,,,,,,,,
693HP31,5537,,,,,,,,,
693GJ31,2230,,,,,,,,,
693AP38,5889,,,,,,,,,
692UP31,6000,,,,,,,,,
182D290824,22884,,,,,,,,,
692TN46,6993,,,,,,,,,
692RJ31,6557,,,,,,,,,
NPBET,12978,,,,,,,,,
692RJ30,430,,,,,,,,,
693GJ31A,6320,,,,,,,,,
694RJ33,5886,,,,,,,,,
694AP41,5897,,,,,,,,,
694CG29,2907,,,,,,,,,
694ML25,10524,,,,,,,,,
694MH31,4993,,,,,,,,,
182D270624,20951,,,,,,,,,
NIF100BEES,29577,,,,,,,,,
NIF100IETF,30392,,,,,,,,,
NIF10GETF,22524,,,,,,,,,
NIF5GETF,22521,,,,,,,,,
NIFITETF,22488,,,,,,,,,
694AS31,6556,,,,,,,,,
NIFMID150,18347,,,,,,,,,
NIFTY50ADD,7451,,,,,,,,,
NIFTYBEES,10576,,,,,,,,,
NIFTYBETF,21959,,,,,,,,,
NIFTYETF,6353,,,,,,,,,
NIFTYIETF,29553,,,,,,,,,
NIFTYQLITY,10690,,,,,,,,,
694JK36,7044,,,,,,,,,
694GA30,21139,,,,,,,,,
NIFTY1,18102,,,,,,,,,
696GA31,4880,,,,,,,,,
696HR29,8011,,,,,,,,,
696HR40,20860,,,,,,,,,
MOM50,19289,,,,,,,,,
MOMENTUM,10693,,,,,,,,,
MOMOMENTUM,8182,,,,,,,,,
MON100,22739,,,,,,,,,
698PY33,3079,,,,,,,,,
MONIFTY500,19237,,,,,,,,,
698PN33,5885,,,,,,,,,
MONQ50,7422,,,,,,,,,
MOM30IETF,10585,,,,,,,,,
698MP30,21978,,,,,,,,,
MOREALTY,23184,,,,,,,,,
698MH28,21939,,,,,,,,,
698JK36,5890,,,,,,,,,
MOSMALL250,23181,,,,,,,,,
698HR41,2146,,,,,,,,,
698HR31,5229,,,,,,,,,
698HP32,5538,,,,,,,,,
698GJ31,5334,,,,,,,,,
MOQUALITY,10822,,,,,,,,,
698GA31,7296,,,,,,,,,
MOM100,21423,,,,,,,,,
698RJ31,6100,,,,,,,,,
698UP31,5473,,,,,,,,,
698TS41,3577,,,,,,,,,
MOGSEC,1507,,,,,,,,,
182D180724,21553,,,,,,,,,
182D181024,23549,,,,,,,,,
726GS2032,10722,,,,,,,,,
726GS2033,14051,,,,,,,,,
182D190924,23220,,,,,,,,,
MOLOWVOL,8654,,,,,,,,,
726HP29,16638,,,,,,,,,
726HR32,8575,,,,,,,,,
MOHEALTH,10508,,,,,,,,,
698TS28,22191,,,,,,,,,
698TR30,22138,,,,,,,,,
698TN31A,5230,,,,,,,,,
182D220824,22762,,,,,,,,,
698TN31,5037,,,,,,,,,
698RJ31A,6480,,,,,,,,,
182D200624,20718,,,,,,,,,
MOVALUE,10825,,,,,,,,,
698BR30,6478,,,,,,,,,
698AS31A,5468,,,,,,,,,
697GS2026,7158,,,,,,,,,
697GA31,5469,,,,,,,,,
726JH27,22196,,,,,,,,,
697AS31A,7295,,,,,,,,,
697AS31,5416,,,,,,,,,
696UP31,7314,,,,,,,,,
696TS51,3391,,,,,,,,,
696TS45,7055,,,,,,,,,
697KA28,20864,,,,,,,,,
696TN56,3580,,,,,,,,,
696TN31,6481,,,,,,,,,
696RJ41,2147,,,,,,,,,
696RJ31,6327,,,,,,,,,
696PY30,7511,,,,,,,,,
696KL34,3701,,,,,,,,,
696KA31A,7304,,,,,,,,,
696KA31,6095,,,,,,,,,
696JK35,314,,,,,,,,,
696TN51,3578,,,,,,,,,
697KA30,20912,,,,,,,,,
182D241024,23601,,,,,,,,,
697KA31,311,,,,,,,,,
698AS31,2134,,,,,,,,,
698AP36,5668,,,,,,,,,
697WB36,2149,,,,,,,,,
697UP31A,6099,,,,,,,,,
697UP31,5421,,,,,,,,,
697TN46,3647,,,,,,,,,
697TN31C,6096,,,,,,,,,
697TN31B,5417,,,,,,,,,
697TN31A,5173,,,,,,,,,
697TN31,5086,,,,,,,,,
697RJ51A,2257,,,,,,,,,
697RJ51,2150,,,,,,,,,
697RJ31,4997,,,,,,,,,
697RJ30,22057,,,,,,,,,
697PN40,21789,,,,,,,,,
697PN31,5419,,,,,,,,,
697NL31,5418,,,,,,,,,
697MH28,21946,,,,,,,,,
697KL31,5474,,,,,,,,,
MNC,10676,,,,,,,,,
705RJ31,2245,,,,,,,,,
705RJ41,3716,,,,,,,,,
705TN26,22119,,,,,,,,,
717HR29,20310,,,,,,,,,
717HP30,20846,,,,,,,,,
717GS2030,15050,,,,,,,,,
717GS2028,7208,,,,,,,,,
717GJ30A,22222,,,,,,,,,
717GJ30,22214,,,,,,,,,
717CG30,22160,,,,,,,,,
717BR32,8327,,,,,,,,,
723GS2039,23518,,,,,,,,,
717BR30A,22223,,,,,,,,,
717AS31,2548,,,,,,,,,
716UP31,2759,,,,,,,,,
716UP29,22090,,,,,,,,,
716ML31,2756,,,,,,,,,
716KL30,21914,,,,,,,,,
716KA36,8190,,,,,,,,,
716KA30,20845,,,,,,,,,
723KA28,21710,,,,,,,,,
717BR30,22216,,,,,,,,,
716HR27,15966,,,,,,,,,
717HR30,20849,,,,,,,,,
717KA30,20918,,,,,,,,,
722UP30,22089,,,,,,,,,
717TN30,8681,,,,,,,,,
723GA32,7871,,,,,,,,,
ITBEES,19084,,,,,,,,,
717TN29,22123,,,,,,,,,
717RJ32,8331,,,,,,,,,
717RJ30,22044,,,,,,,,,
ITETF,19633,,,,,,,,,
717KA29,20573,,,,,,,,,
ITETFADD,17207,,,,,,,,,
ITIETF,22365,,,,,,,,,
717PN30,22212,,,,,,,,,
717MP35,21973,,,,,,,,,
IVZINGOLD,18292,,,,,,,,,
IVZINNIFTY,24217,,,,,,,,,
717MP29,21976,,,,,,,,,
717ML31,2551,,,,,,,,,
717KL32,8329,,,,,,,,,
717PN30A,22220,,,,,,,,,
IT,2627,,,,,,,,,
716GS2050,18561,,,,,,,,,
715WB35,22150,,,,,,,,,
714TS33,7538,,,,,,,,,
714TN32,8325,,,,,,,,,
714SK30,22154,,,,,,,,,
714RJ32,7819,,,,,,,,,
714RJ30,22074,,,,,,,,,
714PN36,7544,,,,,,,,,
714PN32,7708,,,,,,,,,
723WB41,2414,,,,,,,,,
714TS41,5237,,,,,,,,,
714MH29,21941,,,,,,,,,
714KA32,7813,,,,,,,,,
724AP33,21644,,,,,,,,,
714KA29A,22225,,,,,,,,,
714KA29,22218,,,,,,,,,
714JK36,7543,,,,,,,,,
714HR31,2743,,,,,,,,,
714HP33,7536,,,,,,,,,
714GA30,20667,,,,,,,,,
714KL35,7541,,,,,,,,,
716GA31,2746,,,,,,,,,
714UP30,22095,,,,,,,,,
715AP31,20772,,,,,,,,,
723MN32,7855,,,,,,,,,
715UP32,7821,,,,,,,,,
715TN27,22120,,,,,,,,,
715RJ31A,2744,,,,,,,,,
IDFNIFTYET,18783,,,,,,,,,
715RJ31,2545,,,,,,,,,
715RJ30,22054,,,,,,,,,
715JK32,457,,,,,,,,,
714WB32,7710,,,,,,,,,
723PN31,2557,,,,,,,,,
723WB30,22147,,,,,,,,,
723WB32,7857,,,,,,,,,
715HR28,9333,,,,,,,,,
715GA32,8326,,,,,,,,,
715GA30,20546,,,,,,,,,
715AP37,5004,,,,,,,,,
715AP36,20919,,,,,,,,,
715AP32,20773,,,,,,,,,
723TN32,8573,,,,,,,,,
717TR30,22140,,,,,,,,,
717TS41,5090,,,,,,,,,
717UK29,22167,,,,,,,,,
71JK30,20018,,,,,,,,,
718UP30A,22221,,,,,,,,,
718UP30,22213,,,,,,,,,
71JK33,4894,,,,,,,,,
71JK33A,5342,,,,,,,,,
71KA32,7693,,,,,,,,,
71MH32,313,,,,,,,,,
71MH36,5232,,,,,,,,,
71GS2034,23463,,,,,,,,,
718TS51,4900,,,,,,,,,
71WB30,22151,,,,,,,,,
718TS33,7690,,,,,,,,,
718SK31,2681,,,,,,,,,
720AR30,20518,,,,,,,,,
720AS30,20358,,,,,,,,,
720ML30,22010,,,,,,,,,
720MZ30,22015,,,,,,,,,
718RJ30,22072,,,,,,,,,
71TN32,8292,,,,,,,,,
721AP31,20575,,,,,,,,,
718WB35,22144,,,,,,,,,
71AP37,469,,,,,,,,,
719SK31,2384,,,,,,,,,
719PN37,7714,,,,,,,,,
719MP40,21967,,,,,,,,,
719ML41,4895,,,,,,,,,
719TN35,22110,,,,,,,,,
719TN42,8337,,,,,,,,,
719KL51,5479,,,,,,,,,
719KA40,2771,,,,,,,,,
719AP34,20147,,,,,,,,,
719UP29,22092,,,,,,,,,
719JK29,20959,,,,,,,,,
INFRABEES,20072,,,,,,,,,
INFRAIETF,10723,,,,,,,,,
719UP31,2552,,,,,,,,,
719WB29,22148,,,,,,,,,
719GS2060,18474,,,,,,,,,
719WB36,2762,,,,,,,,,
719AP38,5005,,,,,,,,,
719KA39,2768,,,,,,,,,
721KA32,8012,,,,,,,,,
721MP34,21977,,,,,,,,,
721PY28,22024,,,,,,,,,
722RJ32,8492,,,,,,,,,
718HP32,20108,,,,,,,,,
718GS2037,17398,,,,,,,,,
722RJ41,2413,,,,,,,,,
718GS2033,18025,,,,,,,,,
718GJ30,20696,,,,,,,,,
718GJ28,16651,,,,,,,,,
718CG30,22163,,,,,,,,,
722PN32,21893,,,,,,,,,
IRBIT,14806,,,,,,,,,
718BR30,20109,,,,,,,,,
718AS30,20146,,,,,,,,,
718AS29,20311,,,,,,,,,
718AP40,7713,,,,,,,,,
718AP33,20020,,,,,,,,,
718AP28,20309,,,,,,,,,
717WB32,8332,,,,,,,,,
717UP31,2676,,,,,,,,,
718CG27,22161,,,,,,,,,
722KA38A,2578,,,,,,,,,
722KA38,2398,,,,,,,,,
718HR41,2407,,,,,,,,,
721RJ32,8013,,,,,,,,,
721TR29,22139,,,,,,,,,
722AP28,22031,,,,,,,,,
722AP30,22030,,,,,,,,,
722AP31,22215,,,,,,,,,
718RJ29,22060,,,,,,,,,
718MP30,21972,,,,,,,,,
722AP31A,22032,,,,,,,,,
722AP37,2395,,,,,,,,,
722AP42,7715,,,,,,,,,
722AS29,20915,,,,,,,,,
722AS30,20850,,,,,,,,,
722GA29,20916,,,,,,,,,
718MN31,2679,,,,,,,,,
718MH30,8934,,,,,,,,,
718KL29,21912,,,,,,,,,
722GJ28,16781,,,,,,,,,
718KA33,7694,,,,,,,,,
722KA35,7707,,,,,,,,,
714BR30,20016,,,,,,,,,
714AP41B,7550,,,,,,,,,
714AP41A,6115,,,,,,,,,
714AP41,5236,,,,,,,,,
708PY26,22025,,,,,,,,,
708MP29,8351,,,,,,,,,
708MH31,2383,,,,,,,,,
708KA34A,6212,,,,,,,,,
708KA34,468,,,,,,,,,
708KA31,20797,,,,,,,,,
708JK36,5544,,,,,,,,,
708GJ31,2671,,,,,,,,,
724KA38,2693,,,,,,,,,
708CG30,22159,,,,,,,,,
708AP40,6487,,,,,,,,,
708AP35,6485,,,,,,,,,
707TN38,7318,,,,,,,,,
707RJ46,3763,,,,,,,,,
707MP32,460,,,,,,,,,
707JK30,20796,,,,,,,,,
724RJ32,7899,,,,,,,,,
707HR37,4784,,,,,,,,,
708CG29,2380,,,,,,,,,
707GJ31,2381,,,,,,,,,
1018GS2026,6833,,,,,,,,,
708RJ30,22035,,,,,,,,,
70AP38,3758,,,,,,,,,
709WB40,472,,,,,,,,,
709UP30,22096,,,,,,,,,
709TS40,5998,,,,,,,,,
709TS34,5343,,,,,,,,,
724JK36,2563,,,,,,,,,
709TN30,8489,,,,,,,,,
709RJ32,8191,,,,,,,,,
724KA37,2691,,,,,,,,,
709MP30,21991,,,,,,,,,
709KA30,20313,,,,,,,,,
709HR29,8569,,,,,,,,,
709GJ32,8289,,,,,,,,,
709AS32,8187,,,,,,,,,
709AP39,5968,,,,,,,,,
708WB41,6361,,,,,,,,,
708UP31,2264,,,,,,,,,
708TS42,6488,,,,,,,,,
709KL36,4748,,,,,,,,,
707AS31,2266,,,,,,,,,
706WB36,4782,,,,,,,,,
706UK30,22166,,,,,,,,,
LICNETFSEN,11441,,,,,,,,,
LICNFNHGP,15229,,,,,,,,,
LICNMID100,22722,,,,,,,,,
705WB30,22143,,,,,,,,,
705UK31,7535,,,,,,,,,
